요구사항ID,도메인,요구사항,관계유형,관련 요구사항ID,관계 설명,요구 설명,우선순위,3사/핏지니 포함여부,대표 출처,중복 병합 출처 수,비고
REQ-MBR-037,회원관리,신체정보(키·몸무게) 관리,부분포함,,상위 화면의 탭/필터/목록/모달/입력항목으로 포함될 수 있어 화면 단위 검토 필요,"회원관리 / 회원 상세. 3사 비교: BroJ=×, OnFit=○, LessonBook=×, FitGenie=○. 핏지니 신체정보 등록 + 차트 (사용자 ONF-04 포함)",,"BroJ=×, OnFit=○, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R9,1,원천 기능행
REQ-MBR-038,회원관리,약관·개인정보 동의 처리,유사연계,"REQ-PAY-047, REQ-PAY-056, REQ-STF-013, REQ-PAY-019, REQ-OPS-002, REQ-STF-018","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=전자계약/서명. 예: REQ-PAY-047 약관·서명 영역, REQ-PAY-056 전자 계약서, REQ-STF-013 근로계약서 관리, REQ-PAY-019 결제 후 수기 정보 입력 UX","회원관리 / 회원 등록. 3사 비교: BroJ=○, OnFit=○, LessonBook=△, FitGenie=○. 핏지니 전자계약 5단계 위자드",,"BroJ=○, OnFit=○, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R7,1,원천 기능행
REQ-MBR-039,회원관리,온보딩 요약 및 첫 루틴 제안,부분포함,,상위 화면의 탭/필터/목록/모달/입력항목으로 포함될 수 있어 화면 단위 검토 필요,"Member App > 가입/온보딩 > 온보딩 완료. 입력한 정보를 요약해 보여주고, “첫 30일 온보딩 루틴”과 OT1/OT2 예약을 함께 제안한다.. Input=온보딩 설문 전체 데이터, 지점/스케줄 정보. Output=온보딩 요약 화면, 첫 30일 루틴 제안, OT1/OT2 추천 시간. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R66,1,스포짐 원천요구
REQ-MBR-040,회원관리,온보딩/프리온보딩,유사연계,"REQ-HQ-150, REQ-STF-038, REQ-SET-008, REQ-HQ-037, REQ-STF-012, REQ-SET-016","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=권한/역할. 예: REQ-HQ-150 - 회원 정보 통합 관리
 (기본 정보, 회원권, PT/GX 내역, 상담 기록), REQ-STF-038 직원 관리, REQ-SET-008 권한 관리, REQ-HQ-037 대시보드","프리온보딩은 리드/마케팅/상담 전환 관리와 연결됨. / 현재 구글시트/엑셀로 관리하는 흐름을 CRM 안으로 넣는 것이 중요. / 신규은 신규/휴면, 재등록은 만료 임박/만료 등으로 FC가 쓰는 용어에 맞게 구성하는 것이 좋음. / 전화번호 기반으로 N차 온보딩을 관리하는 흐름 필요. / 1차/2차 유입경로, 상담, 등록 전환율과 연결되어야 함.",,,회의록: lastspr/요구리스트관련자료/회의록/260519.md::L96,1,회의결정/논의
REQ-MBR-041,회원관리,운동 목적/성향 입력,부분포함,,상위 화면의 탭/필터/목록/모달/입력항목으로 포함될 수 있어 화면 단위 검토 필요,"Member App > 가입/온보딩 > 온보딩 설문. 감량/근비대/체형교정/통증/체력 등 운동 목적과, 성향(코칭 선호/조용한 운동 등)을 설문으로 수집한다.. Input=회원ID, 운동 목적 선택값, 운동 성향 선택값. Output=회원 목적/성향 태그, 온보딩 진행 상태. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R64,1,스포짐 원천요구
REQ-MBR-042,회원관리,운동 영상 촬영/업로드,독립,,현재 기준 독립 요구사항으로 판단,"Member App > UGC/영상 > 내 영상 업로드. 회원이 자신의 운동 자세 영상을 15~30초로 촬영·업로드하고, 교정 요청을 남길 수 있다.. Input=회원ID, 영상 파일, 운동 타입, 교정 요청 여부. Output=업로드된 영상 메타데이터, UGC 기록, 저장 위치(URL). 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R44,1,스포짐 원천요구
REQ-MBR-043,회원관리,운동 요약 보여주기,유사연계,"REQ-HQ-063, REQ-PAY-026, REQ-PAY-056, REQ-HQ-052, REQ-PAY-021, REQ-PAY-047","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-HQ-063 손익 요약 보기, REQ-PAY-026 매출 구성 보기, REQ-PAY-056 전자 계약서, REQ-HQ-052 - 모바일 앱을 통한 실시간 클래스 예약/대기/취소","Member App > 결제/재등록 > 재등록 추천. 재등록 화면에서 지난 이용 횟수, GX/루틴 참여, PT 기록 등을 요약해 “여기까지의 성과”를 보여준다.. Input=회원 방문 기록, GX/루틴/스트레칭/PT 기록. Output=요약 리포트(이용 횟수/참여 비율/성과 강조 문구). 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R52,1,스포짐 원천요구
REQ-MBR-044,회원관리,운동 이력 조회,부분포함,,상위 화면의 탭/필터/목록/모달/입력항목으로 포함될 수 있어 화면 단위 검토 필요,"회원관리 / 운동·활동. 3사 비교: BroJ=×, OnFit=○, LessonBook=×, FitGenie=○. 핏지니 회원 상세 15탭 (사용자 ONF-09 포함)",,"BroJ=×, OnFit=○, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R14,1,원천 기능행
REQ-MBR-045,회원관리,운동 프로그램 배정,독립,,현재 기준 독립 요구사항으로 판단,"회원관리 / 운동·활동. 3사 비교: BroJ=×, OnFit=○, LessonBook=×, FitGenie=○. 핏지니 운동 프로그램 관리",,"BroJ=×, OnFit=○, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R13,1,원천 기능행
REQ-MBR-046,회원관리,체성분(InBody) 관리,유사연계,"REQ-FAC-057, REQ-OPS-014, REQ-APP-012, REQ-FAC-008, REQ-FAC-004, REQ-FAC-043","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=체성분/인바디, 출입/키오스크/모바일. 예: REQ-FAC-057 회원 건강 연동(Health Connect), REQ-OPS-014 체성분 관리, REQ-APP-012 다중 인증 체크인(QR·안면·전화), REQ-FAC-008 골프/고정 물품 락커","회원관리 / 회원 상세. 3사 비교: BroJ=×, OnFit=○, LessonBook=×, FitGenie=○. 핏지니 회원 건강 연동 + 체성분 통합 관리",,"BroJ=×, OnFit=○, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R10,1,원천 기능행
REQ-MBR-047,회원관리,인바디 리포트 보기,유사연계,"REQ-OPS-014, REQ-APP-031, REQ-CLS-018, REQ-APP-001, REQ-CLS-002, REQ-CLS-022","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=체성분/인바디. 예: REQ-OPS-014 체성분 관리, REQ-APP-031 체성분/FMS 조회, REQ-CLS-018 PT 진행 요약 보기, REQ-APP-001 AI 스트레칭 루틴 호출","Member App > AI 진단 리포트 > 리포트 메인. 최근 인바디 측정 결과(체지방, 근육량 등)와 이전 대비 변화 그래프를 보여준다.. Input=회원ID, 인바디 측정 데이터 이력. Output=최근 인바디 수치, 변화 그래프용 데이터셋. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R24,1,스포짐 원천요구
REQ-MBR-048,회원관리,일일 입장 판매 등록,독립,,현재 기준 독립 요구사항으로 판단,회원. 현장 일일 이용 등록. 출처=온핏,P1,,3사앱 통합기획 DOCX: lastspr/요구리스트관련자료/3사앱 확인/심프로/통합_헬스장_관리시스템_기획문서.docx::기능항목표 R6,1,3사 앱 기능요약
REQ-MBR-049,회원관리,재등록 대상 자동 추출,유사연계,"REQ-MBR-030, REQ-HQ-106, REQ-MBR-033, REQ-MBR-065, REQ-HQ-108, REQ-STF-031","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=회원등급/세그먼트. 예: REQ-MBR-030 세그먼트 자동 판정/조건 빌더, REQ-HQ-106 재등록률, REQ-MBR-033 신규 등록(잠재) 회원 풀 관리, REQ-MBR-065 회원 등급 체계 관리","회원관리 / 상담 관리. 3사 비교: BroJ=○, OnFit=△, LessonBook=×, FitGenie=○. 핏지니 세그먼트 관리(조건 빌더)",,"BroJ=○, OnFit=△, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R20,1,원천 기능행
REQ-MBR-050,회원관리,재등록 추천 플랜 3종,유사연계,"REQ-HQ-106, REQ-HQ-108, REQ-HQ-036, REQ-CLS-047, REQ-HQ-109, REQ-APP-019","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할, 회원등급/세그먼트. 예: REQ-HQ-106 재등록률, REQ-HQ-108 재등록 전환율, REQ-HQ-036 당월 재등록률 표시, REQ-CLS-047 완강/재구매 추천 표시","Member App > 결제/재등록 > 재등록 추천. 만료 D-14/D-7/D-1 시점에 AI 추천 BEST, 균형형, 경제형 재등록 플랜을 제시한다.. Input=회원 만료일, 방문/이용 패턴, 결제 이력, LTV Score. Output=추천 재등록 플랜 3종, 예상 혜택/가격 정보. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R51,1,스포짐 원천요구
REQ-MBR-051,회원관리,종합 평가·측정,부분포함,,상위 화면의 탭/필터/목록/모달/입력항목으로 포함될 수 있어 화면 단위 검토 필요,"회원관리 / 회원 상세. 3사 비교: BroJ=×, OnFit=○, LessonBook=×, FitGenie=○. 핏지니 종합평가 등록 다이얼로그 (사용자 ONF-06 포함)",,"BroJ=×, OnFit=○, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R11,1,원천 기능행
REQ-MBR-052,회원관리,중복 전화번호 검증,독립,,현재 기준 독립 요구사항으로 판단,"회원관리 / 회원 등록. 3사 비교: BroJ=○, OnFit=△, LessonBook=×, FitGenie=△. 핏지니 MBR-03 Step 1에서 통상 검증 처리",,"BroJ=○, OnFit=△, LessonBook=×, FitGenie=△",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R5,1,원천 기능행
REQ-MBR-053,회원관리,중복 전화번호 체크,독립,,현재 기준 독립 요구사항으로 판단,1. 회원 관리. BroJ=★★★ 등록 중 실시간 확인 + 기존 회원 링크 제공; OnFit=★★ (등록 시 체크); FitPlat 결정=**BroJ** 방식 (링크 제공),,,BroJ vs OnFit 비교분석: lastspr/요구리스트관련자료/3사앱 확인/심프로/비교분석_BroJ_vs_OnFit.md::L32,1,경쟁사 비교/채택전략
REQ-MBR-054,회원관리,즉시 전자서명,유사연계,"REQ-STF-034, REQ-PAY-056, REQ-STF-033, REQ-PAY-047, REQ-GEN-044, REQ-STF-003","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=전자계약/서명. 예: REQ-STF-034 전자 계약 (전자서명), REQ-PAY-056 전자 계약서, REQ-STF-033 전자계약서 유형, REQ-PAY-047 약관·서명 영역",1. 회원 관리. BroJ=★★★ 계약 직후 태블릿 서명; OnFit=★★ (별도 프로세스); FitPlat 결정=**BroJ** 방식 채택,,,BroJ vs OnFit 비교분석: lastspr/요구리스트관련자료/3사앱 확인/심프로/비교분석_BroJ_vs_OnFit.md::L35,1,경쟁사 비교/채택전략
REQ-MBR-055,회원관리,차트북(시계열 분석),유사연계,"REQ-MKT-024, REQ-APP-001, REQ-CLS-002, REQ-CLS-018, REQ-CLS-022, REQ-FAC-057","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=체성분/인바디. 예: REQ-MKT-024 위험 분석 및 경고, REQ-APP-001 AI 스트레칭 루틴 호출, REQ-CLS-002 AI 루틴 자동 생성, REQ-CLS-018 PT 진행 요약 보기","회원관리 / 운동·활동. 3사 비교: BroJ=×, OnFit=○, LessonBook=×, FitGenie=×. 산출물 원문 기준 OnFit '차트북 탭' 동일 명세 없음. 체성분 차트는 별도 존재. (사용자 ONF-10 누락 / v3은 ○로 잘못 매핑)",,"BroJ=×, OnFit=○, LessonBook=×, FitGenie=×",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R15,1,원천 기능행
REQ-MBR-056,회원관리,출석 체크(참석/불참/취소),유사연계,"REQ-APP-036, REQ-CLS-051, REQ-CLS-029, REQ-CLS-049, REQ-APP-028, REQ-RSV-019","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=환불/취소, 출입/키오스크/모바일. 예: REQ-APP-036 출석 결과 처리·후처리, REQ-CLS-051 출석 QR 체크인(회원 자가 출석), REQ-CLS-029 노쇼·페널티 관리, REQ-CLS-049 일정 요청 처리(회원 변경·취소 요청 승인/반려)","회원관리 / 방문·출석. 3사 비교: BroJ=○, OnFit=○, LessonBook=○, FitGenie=○. 핏지니 QR 체크인 + 키오스크 출석 결과 처리",,"BroJ=○, OnFit=○, LessonBook=○, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R23,1,원천 기능행
REQ-MBR-057,회원관리,통증/체형 정보 입력,부분포함,,상위 화면의 탭/필터/목록/모달/입력항목으로 포함될 수 있어 화면 단위 검토 필요,"Member App > 가입/온보딩 > 온보딩 설문. 현재 통증 부위, 과거 부상, 불편한 동작 등을 입력하여 AI 루틴·PT 추천에 활용한다.. Input=회원ID, 통증 부위, 통증 점수, 과거 부상/제한 사항. Output=통증/체형 관련 태그, 위험 동작 필터링 기준. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R65,1,스포짐 원천요구
REQ-MBR-058,회원관리,"파이프라인 뷰(보드/리스트, DnD)",독립,,현재 기준 독립 요구사항으로 판단,"회원관리 / 리드 CRM(FG). 3사 비교: BroJ=×, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 칸반 DnD — 차별",,"BroJ=×, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R32,1,원천 기능행
REQ-MBR-059,회원관리,판도 개발팀은 회원 앱을 직접 개발할 예정,독립,,현재 기준 독립 요구사항으로 판단,판도 개발팀은 회원 앱을 직접 개발할 예정,,,회의록: lastspr/요구리스트관련자료/회의록/260428.md::L106,1,회의결정/논의
REQ-MBR-060,회원관리,포인트/배지 요약,유사연계,"REQ-GEN-062, REQ-PRD-009, REQ-PAY-059, REQ-PAY-001, REQ-PAY-002, REQ-PAY-014","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=미수금/미납/잔액. 예: REQ-GEN-062 포인트 내역 조회, REQ-PRD-009 지점 다중 소속/홈&오피스, REQ-PAY-059 제로스트는 CRM 내에서 결제 상태, 회원 정보, 결제 이력, 미수금, 부분 결제, 승인번호 등 계약 범위에 포함된 관리 기능을 처리, REQ-PAY-001 BroJ 미수금 수납 프로세스 (PAY-004 보완)","Member App > 홈 > 홈 메인. 현재 보유 포인트, 최근 획득 배지(예: 온보딩 성공/루틴 완료)를 홈에서 요약해서 보여준다.. Input=회원ID, 포인트 잔액, 최근 배지 리스트. Output=포인트/배지 요약 정보. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R7,1,스포짐 원천요구
REQ-MBR-061,회원관리,홀딩(일시정지)+만료일 자동 연장,독립,,현재 기준 독립 요구사항으로 판단,"회원관리 / 회원 고급(FG). 3사 비교: BroJ=△, OnFit=○, LessonBook=○, FitGenie=○. 핏지니 홀딩 등록 다이얼로그",,"BroJ=△, OnFit=○, LessonBook=○, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R27,1,원천 기능행
REQ-MBR-062,회원관리,회원 관리,부분포함,,상위 화면의 탭/필터/목록/모달/입력항목으로 포함될 수 있어 화면 단위 검토 필요,"종합 요약. BroJ=빠른 사이드패널 조회, 중복 체크; OnFit=풍부한 상세 탭(10개), 운동이력·분석; FitPlat 결정=OnFit 탭 구조 + BroJ 사이드패널",,,BroJ vs OnFit 비교분석: lastspr/요구리스트관련자료/3사앱 확인/심프로/비교분석_BroJ_vs_OnFit.md::L13,1,경쟁사 비교/채택전략
REQ-MBR-063,회원관리,회원 관리 통합 기준,부분포함,,상위 화면의 탭/필터/목록/모달/입력항목으로 포함될 수 있어 화면 단위 검토 필요,온핏 기반=회원목록·등록·방문이력; 브로제이 보완=고객목록·상담내역·재등록대상; 레슨북 고도화=—,,,3사앱 역할비교 DOCX: lastspr/요구리스트관련자료/3사앱 확인/심프로/통합_헬스장_관리시스템_기획문서.docx::기능영역표 R2,1,역할비교/중복보강
