row	????	?????	???? ?? ??_26.05.19	?? ?? ??_26.05.20
717	CLS-14-04	실시간 현황	"위의 대분류 항목과 동일하게, QR 출석 관련 세부 기능이라서 판단 불가.
 
 고객사 측에서도 기획적으로 확정하지 못한 부분"	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. 실시간 현황은 예약/출석/미출석 카운트, 출석 회원 목록, 실시간 갱신으로 구성됩니다.
근거 문서: admin/기능명세서/D04-수업관리/CLS-14-출석QR체크인/00-기본기능.md"
718	CLS-14-05	수동 체크인	"위의 대분류 항목과 동일하게, QR 출석 관련 세부 기능이라서 판단 불가.
 
 고객사 측에서도 기획적으로 확정하지 못한 부분"	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. 수동 체크인은 QR 스캔 실패 또는 QR 미보유 시 회원명/연락처 검색 후 출석 처리하는 보완 흐름입니다.
근거 문서: admin/기능명세서/D04-수업관리/CLS-14-출석QR체크인/00-기본기능.md"
719	CLS-14-06	피드백	"위의 대분류 항목과 동일하게, QR 출석 관련 세부 기능이라서 판단 불가.
 
 고객사 측에서도 기획적으로 확정하지 못한 부분"	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. 피드백은 성공 시각 표시, 사운드/진동, 실패 안내를 포함합니다.
근거 문서: admin/기능명세서/D04-수업관리/CLS-14-출석QR체크인/00-기본기능.md"
720	CLS-14-07	QR 관리	"위의 대분류 항목과 동일하게, QR 출석 관련 세부 기능이라서 판단 불가.
 
 고객사 측에서도 기획적으로 확정하지 못한 부분"	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. QR 관리는 QR 발급, 정기 갱신/만료, 회원앱 표시를 포함합니다.
근거 문서: admin/기능명세서/D04-수업관리/CLS-14-출석QR체크인/00-기본기능.md"
721	CLS-14-08	노쇼 자동 처리	"위의 대분류 항목과 동일하게, QR 출석 관련 세부 기능이라서 판단 불가.
 
 고객사 측에서도 기획적으로 확정하지 못한 부분"	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. 노쇼 자동 처리는 수업 종료 시점까지 미체크인인 회원을 정책에 따라 자동 노쇼로 처리하는 기능입니다.
근거 문서: admin/기능명세서/D04-수업관리/CLS-14-출석QR체크인/00-기본기능.md"
722	SET-EXT-01	지점 자동화 적용 (본사 정책 세트 선택·적용)	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 지점 자동화 적용은 본사 정책 세트를 지점에 선택·적용하는 기능입니다. 정책 요약, 상품군 탭, 정책 세트 선택, 스텝 테이블, 테스트 발송, 시뮬레이션, 적용 저장, 롤백으로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-EXT-01-지점자동화적용/00-기본기능.md"
723	SET-EXT-01-01	정책 요약	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 지점 자동화 적용은 본사 정책 세트를 지점에 선택·적용하는 기능입니다. 정책 요약, 상품군 탭, 정책 세트 선택, 스텝 테이블, 테스트 발송, 시뮬레이션, 적용 저장, 롤백으로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-EXT-01-지점자동화적용/00-기본기능.md"
724	SET-EXT-01-02	상품군 탭	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 지점 자동화 적용은 본사 정책 세트를 지점에 선택·적용하는 기능입니다. 정책 요약, 상품군 탭, 정책 세트 선택, 스텝 테이블, 테스트 발송, 시뮬레이션, 적용 저장, 롤백으로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-EXT-01-지점자동화적용/00-기본기능.md"
725	SET-EXT-01-03	정책 세트 선택	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 지점 자동화 적용은 본사 정책 세트를 지점에 선택·적용하는 기능입니다. 정책 요약, 상품군 탭, 정책 세트 선택, 스텝 테이블, 테스트 발송, 시뮬레이션, 적용 저장, 롤백으로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-EXT-01-지점자동화적용/00-기본기능.md"
726	SET-EXT-01-04	스텝 테이블	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 지점 자동화 적용은 본사 정책 세트를 지점에 선택·적용하는 기능입니다. 정책 요약, 상품군 탭, 정책 세트 선택, 스텝 테이블, 테스트 발송, 시뮬레이션, 적용 저장, 롤백으로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-EXT-01-지점자동화적용/00-기본기능.md"
727	SET-EXT-01-05	테스트 발송	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 지점 자동화 적용은 본사 정책 세트를 지점에 선택·적용하는 기능입니다. 정책 요약, 상품군 탭, 정책 세트 선택, 스텝 테이블, 테스트 발송, 시뮬레이션, 적용 저장, 롤백으로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-EXT-01-지점자동화적용/00-기본기능.md"
728	SET-EXT-01-06	시뮬레이션	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 지점 자동화 적용은 본사 정책 세트를 지점에 선택·적용하는 기능입니다. 정책 요약, 상품군 탭, 정책 세트 선택, 스텝 테이블, 테스트 발송, 시뮬레이션, 적용 저장, 롤백으로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-EXT-01-지점자동화적용/00-기본기능.md"
729	SET-EXT-01-07	적용 저장	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 지점 자동화 적용은 본사 정책 세트를 지점에 선택·적용하는 기능입니다. 정책 요약, 상품군 탭, 정책 세트 선택, 스텝 테이블, 테스트 발송, 시뮬레이션, 적용 저장, 롤백으로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-EXT-01-지점자동화적용/00-기본기능.md"
730	SET-EXT-01-08	롤백	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 지점 자동화 적용은 본사 정책 세트를 지점에 선택·적용하는 기능입니다. 정책 요약, 상품군 탭, 정책 세트 선택, 스텝 테이블, 테스트 발송, 시뮬레이션, 적용 저장, 롤백으로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D09-설정관리/SET-EXT-01-지점자동화적용/00-기본기능.md"
731	HQ-09	자동화 정책 라이브러리	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
732	HQ-09-01	정책 세트 카드	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
733	HQ-09-02	정책 테이블	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
734	HQ-09-03	스텝 미리보기	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
735	HQ-09-04	사용 현황 패널	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
736	HQ-09-05	정책 세트 생성	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
737	HQ-09-06	정책 세트 수정	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
738	HQ-09-07	스텝 구성	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
739	HQ-09-08	지점 수정 허용 범위	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
740	HQ-09-09	사용 중지	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
741	HQ-09-10	정책 복제	"지점 자동화 및 자동화 정책 라이브러리 관련 기능은
 계약서에 명시되어있지 않고, 필수 기능으로 보이지 않음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동화 정책 라이브러리는 본사 표준 자동화 정책 세트를 관리하는 기능입니다. 정책 세트 카드, 정책 테이블, 스텝 미리보기, 사용 현황, 생성/수정, 스텝 구성, 지점 수정 허용 범위, 사용 중지, 복제로 구성됩니다. 문서상 기능 정의는 있으나 계약 범위 포함 여부는 별도 협의 대상입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-09-자동화정책라이브러리/00-기본기능.md"
742	IoT-05	회원 건강 연동 요약	"회원 건강 요약 기능해서는 계약서상 명시되어있지 않음.
 
 계약서에 있는 체성분 관리에 포함된다고 보기도 어려움.
 
 또한 회원 건강 연동 요약의 세부 기능도 정확히 파악 안됨."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 회원 건강 연동 요약은 회원 상세에서 최근 출석, 오늘 옷 락커, 고정 락커, 최근 InBody, 최근 7일 활동량을 요약해 보여주는 기능입니다. MBR-ADV-03 체성분 관리 및 IoT/Health Connect 연동 범위와 연결되며, 외부 건강 데이터 확장 범위는 별도 협의 가능합니다.
근거 문서: admin/기능명세서/D11-통합운영/IoT-05-회원건강연동요약/00-기본기능.md"
743	IoT-05-01	요약 카드	"LV3에서 나온것처럼
""최근 출석, 오늘 옷 락커 / 고정 락커. 최근 InBody (확정). 최근 7일 활동량""
와 같이 회원 정보에 연결된 요약 기능이라면 
계약서 기준 체성분 데이터 수신/저장 및 IOT 연동 CRM 지원과 관련한 기능으로 무상 가능해보임."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 요약 카드는 최근 출석, 오늘 옷 락커, 고정 락커, 최근 InBody, 최근 7일 활동량입니다.
근거 문서: admin/기능명세서/D11-통합운영/IoT-05-회원건강연동요약/00-기본기능.md"
748	IoT-05-06	체성분 통합 관리	"LV3에서 적힌 내용 기준으로
""업로드 센터 탭"" => 수기 업로드 페이지로 이동하는건지?
""실시간 연동 탭"" => 어떤 것과 실시간 연동하는것인지?
확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 체성분 통합 관리는 수기 입력, 파일 업로드, InBody/Health Connect 실시간 API 수집 데이터를 한 곳에서 조회·검수하는 관리 화면입니다. 업로드 센터 탭은 파일/수기 수집 검수 영역이고 실시간 연동 탭은 InBody 등 장비/API 연동 상태 영역입니다.
근거 문서: admin/기능명세서/D11-통합운영/IoT-05-회원건강연동요약/00-기본기능.md"
749	IoT-05-07	검수 처리	"검수처리 기능이 어떤건지 고객사에서 정리하여 전달 필요.
LV3에서는 ""회원 직접 매칭/무시/확정 처리""로 적혀있음."	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. 검수 처리는 외부/수기 수집 체성분 데이터에 대해 회원 직접 매칭, 무시, 확정 처리를 수행하는 기능입니다.
근거 문서: admin/기능명세서/D11-통합운영/IoT-05-회원건강연동요약/00-기본기능.md"
750	IoT-05-08	수기 등록	"LV3에서 
""DLG-I003""와 같이 기획코드로 적힌 부분은 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. DLG-I003은 체성분 수기 등록 다이얼로그입니다. 회원 검색, 측정일시, 체중 필수 입력, 골격근량/체지방률 선택 입력 후 저장합니다.
근거 문서: admin/기능명세서/D11-통합운영/IoT-05-회원건강연동요약/00-기본기능.md"
